N0_N1_similarity,N1_N2_similarity,N2_N3_similarity
0.0782608695652174,0.010101010101010102,0.0
0.14857142857142858,0.09036144578313253,0.0
0.1425339366515837,0.1256583897667419,0.011194029850746268
0.14211309523809523,0.11197916666666667,0.044310927525347356
0.1707142857142857,0.11903881700554529,0.10699740836727138
0.16612554112554112,0.07726763717805152,0.0550561797752809
0.16857142857142857,0.16531065088757396,0.14423076923076922
0.1407766990291262,0.024271844660194174,0.0
0.13043478260869565,0.11594202898550725,0.0
0.11864406779661017,0.09615384615384616,0.09905660377358491
0.15315638450502153,0.1385809312638581,0.09529320987654322
0.1514726507713885,0.11748251748251748,0.11748251748251748
0.1705913134484563,0.16367980884109917,0.10846245530393325
0.16285714285714287,0.158623417721519,0.15860966839792248
0.16535714285714287,0.14913887871015025,0.1440087944301942
0.18014916810097534,0.01900674432863274,0.08522378908645004
0.17285714285714285,0.1538184438040346,0.14190932546995946
0.14993954050785974,0.14384422110552764,0.1444723618090452
0.07777777777777778,0.0,0.0
0.14801727522575578,0.08939974457215837,0.12436332767402376
0.12178571428571429,0.12303185646283413,0.14941262848751835
0.1442857142857143,0.06721698113207547,0.15644654088050314
0.15267819485449177,0.10486048604860486,0.1051912568306011
0.10749185667752444,0.14634146341463414,0.06792873051224944
0.13787575150300602,0.14303030303030304,0.05569105691056911
0.14358484559057624,0.0,0.0
0.1597051597051597,0.0,0.0
0.16512549537648613,0.07625994694960213,0.03302509907529723
0.10211267605633803,0.0,0.0
0.15907059874888294,0.06325301204819277,0.011055276381909548
0.14705882352941177,0.13896103896103895,0.1390728476821192
0.165,0.14367633004141447,0.0
0.09405940594059406,0.04950495049504951,0.009950248756218905
0.09166666666666666,0.016666666666666666,0.0
0.13714285714285715,0.0,0.0
0.1619806966009232,0.11299915038232795,0.11372381359555365
0.14535714285714285,0.14107142857142857,0.08714440043212099
0.17904903417533433,0.17135050741608118,0.1678376268540203
0.15233545647558386,0.12635574837310196,0.0043454644215100485
0.15384615384615385,0.027972027972027972,0.0
0.17142857142857143,0.15272338910644356,0.05268778924884301
0.0058823529411764705,0.0,0.0
0.14307692307692307,0.033950617283950615,0.05918524212144504
0.10749185667752444,0.048859934853420196,0.0
0.16338700059630293,0.15648379052369077,0.11158798283261803
0.11357142857142857,0.1125,0.0
0.07692307692307693,0.0034129692832764505,0.0
0.10801393728222997,0.0,0.0
0.18058908739739257,0.13330004992511232,0.054759467758444216
0.15688671556642217,0.12916111850865514,0.14292055037727475
0.16666666666666666,0.055121527777777776,0.0008665511265164644
0.11387434554973822,0.11473272490221642,0.0
0.1531869309051955,0.15786637931034483,0.0005387931034482759
0.1757142857142857,0.17030233448143897,0.16417910447761194
0.16964285714285715,0.16234817813765182,0.15862068965517243
0.18001168907071888,0.14483173076923078,0.038461538461538464
0.1732142857142857,0.10745365115399168,0.0007671653241273494
0.145,0.15265736901620808,0.15503003003003002
0.16392857142857142,0.15358744394618834,0.11285500747384156
0.16607142857142856,0.1616678858814923,0.1692870201096892
0.12887053966381598,0.0,0.0
0.1623931623931624,0.1597918989223337,0.13787991104521868
0.13940092165898618,0.14589068029885963,0.1081399921352733
0.15428571428571428,0.14017341040462428,0.06989443028758646
0.14095449500554938,0.13434452871072589,0.13651137594799567
0.1492857142857143,0.13880706921944036,0.06462333825701624
0.12920984455958548,0.0,0.0
0.1440443213296399,0.0,0.0
0.1276595744680851,0.0,0.0
0.1067484662576687,0.13725490196078433,0.15808823529411764
0.1650390625,0.1267880364109233,0.14434330299089726
0.14666666666666667,0.05,0.0
0.10526315789473684,0.07894736842105263,0.0
0.14714285714285713,0.1240768094534712,0.09748892171344166
0.1675,0.13578394598649662,0.13920240782543267
0.12727272727272726,0.01904761904761905,0.009523809523809525
0.09112709832134293,0.11056511056511056,0.11056511056511056
0.13258426966292136,0.0022624434389140274,0.0
0.15178975985500678,0.10134797803295058,0.16275586620069896
0.15857142857142856,0.0947176684881603,0.12085137085137085
0.1434108527131783,0.011450381679389313,0.0
0.1479514415781487,0.12844392704695382,0.1280221957986524
0.17540687160940324,0.15939278937381404,0.15860735009671179
0.14714285714285713,0.15663524292965916,0.04177449168207024
0.16394716394716394,0.1054897739504844,0.10121012101210121
0.16675931072818231,0.15967834577828835,0.1478310502283105
0.14427066709224384,0.0,0.0
0.15942591155934832,0.12020109689213894,0.003234750462107209
0.17107142857142857,0.155893536121673,0.127063339731286
0.07228915662650602,0.0,0.0
0.15986677768526228,0.14198606271777003,0.0
0.13785714285714284,0.09792284866468842,0.03130823704808051
0.14307692307692307,0.0,0.0
0.13759445843828716,0.0,0.0
0.08620689655172414,0.08,0.0
0.1682142857142857,0.16312849162011173,0.06515264333581534
0.15651135005973715,0.14475271411338964,0.1608433734939759
0.14772727272727273,0.11363636363636363,0.13095238095238096
0.11695906432748537,0.11695906432748537,0.0
0.14942528735632185,0.06340579710144928,0.0027247956403269754
0.1880952380952381,0.14632034632034632,0.13251961639058413
0.1682142857142857,0.16510538641686182,0.16159250585480095
0.16144473455178415,0.12494461674789543,0.14399645547186532
0.1657250470809793,0.152753108348135,0.0586145648312611
0.1467351430667645,0.12888198757763975,0.0605705353653771
0.16413093591516828,0.11209133367929423,0.09905660377358491
0.13382899628252787,0.05947955390334572,0.06367041198501873
0.1004566210045662,0.004545454545454545,0.0
0.17762237762237762,0.1264189886480908,0.16468151216986018
0.0641025641025641,0.0,0.0
0.14270152505446623,0.13987730061349693,0.006157635467980296
0.15071428571428572,0.14821625597646193,0.13843888070692195
0.15642857142857142,0.0880503144654088,0.1310891089108911
0.1440677966101695,0.06714285714285714,0.0014534883720930232
0.14074074074074075,0.1463245492371706,0.1429572529782761
0.16203460933403252,0.1571959638874137,0.16074270557029177
0.147524247064829,0.15364982133741706,0.046153846153846156
0.1742857142857143,0.13452566096423016,0.17112922002328287
0.13149171270718232,0.13381901840490798,0.1169478527607362
0.14751869476546567,0.14365411436541142,0.15119549929676512
0.14676616915422885,0.13860314022739578,0.09592061742006615
0.13552361396303902,0.08932238193018481,0.08135775862068965
0.15853658536585366,0.0,0.0
0.1667857142857143,0.1637317347321094,0.1176027139087825
0.2033898305084746,0.0,0.0
0.17536436295251528,0.1596938775510204,0.060064935064935064
0.17035714285714285,0.17078568793803026,0.11779911373707533
0.15678571428571428,0.12655367231638417,0.08627284317892053
0.16258351893095768,0.1291309669522644,0.1267080745341615
0.15221238938053097,0.12367491166077739,0.0568904593639576
0.16178571428571428,0.14634146341463414,0.09931630082763584
0.15825091098386257,0.1472819216182048,0.0006321112515802782
0.12073490813648294,0.12335958005249344,0.0
0.1534788540245566,0.13141524105754276,0.06298600311041991
0.17142857142857143,0.1584194977843427,0.14864362690449648
0.14678178963893249,0.15939044481054365,0.15261382799325462
0.1717857142857143,0.11127819548872181,0.057910673732021196
0.1732142857142857,0.16865227103499628,0.14027830011282438
0.1514907332796132,0.14101531023368252,0.1239193083573487
0.1646153846153846,0.007364975450081833,0.0
0.031746031746031744,0.06153846153846154,0.0
0.06666666666666667,0.0,0.0
0.13714285714285715,0.10334788937409024,0.11426491994177583
0.15964285714285714,0.13041880969875091,0.15025906735751296
0.16285714285714287,0.10283818650939919,0.12016218208625139
0.15821428571428572,0.1313364055299539,0.13748079877112135
0.16699314397649365,0.14634146341463414,0.1423020883924235
0.15464285714285714,0.11961004874390702,0.062264150943396226
0.15821428571428572,0.15701559020044542,0.10070869078701977
0.16194331983805668,0.04048582995951417,0.035416666666666666
0.15464285714285714,0.14285714285714285,0.10845588235294118
0.13131313131313133,0.12156862745098039,0.00196078431372549
0.13725490196078433,0.0,0.0
0.15321428571428572,0.12138939670932358,0.04011998500187477
0.15178571428571427,0.13837837837837838,0.130844508880029
0.16613304873710424,0.128068303094984,0.06332737030411449
0.1618798955613577,0.0391644908616188,0.0
0.17525035765379113,0.10869565217391304,0.11409395973154363
0.175,0.14037680088659032,0.13957863054928518
0.16074270557029177,0.08390501319261214,0.10468174644923724
0.16642857142857143,0.07204180664427025,0.005592841163310962
0.102,0.142,0.10625
0.185,0.11943092474728566,0.14493865030674846
0.12658227848101267,0.04291845493562232,0.0
0.13188913666772858,0.0,0.0
0.06666666666666667,0.0,0.0
0.0574052812858783,0.02533532041728763,0.0832072617246596
0.15841584158415842,0.13964122405909252,0.14371047083626143
0.17214285714285715,0.14687838325514255,0.13884785819793205
0.14473684210526316,0.0,0.0
0.17857142857142858,0.14933444259567388,0.14756871035940802
0.1525,0.11342943854324734,0.15315666406858924
0.15714285714285714,0.145750452079566,0.09294755877034358
0.0963855421686747,0.08433734939759036,0.0
0.14981729598051158,0.11705288175876412,0.14285714285714285
0.1578185328185328,0.09376558603491272,0.02445109780439122
0.14884615384615385,0.1328214971209213,0.13412304165074512
0.16658329164582292,0.1514690982776089,0.07566462167689161
0.17966493356441363,0.18341708542713567,0.17624521072796934
0.16071428571428573,0.16170373162457596,0.0015060240963855422
0.1627006087437742,0.09472422062350119,0.019078947368421053
0.1503623188405797,0.15372507869884575,0.12467260345730749
0.15215072875933167,0.14432260346657233,0.1657848324514991
0.15428571428571428,0.14728971962616821,0.14743589743589744
0.08620689655172414,0.0,0.0
0.13293051359516617,0.055900621118012424,0.055900621118012424
0.15964285714285714,0.13940370668815472,0.12256493506493507
0.14929107589658047,0.10575296108291032,0.0008460236886632825
0.17563065207044265,0.0851975249881009,0.07494033412887828
0.16177096636866753,0.16129032258064516,0.13247100802854594
0.1467455621301775,0.12753277711561384,0.13468414779499405
0.12418300653594772,0.0196078431372549,0.006493506493506494
0.15512927439532945,0.1315538608198284,0.10104861773117255
0.1691542288557214,0.015228426395939087,0.0
0.15392857142857144,0.14397321428571427,0.13921713441654357
0.1679571173317451,0.1518054532056006,0.1548771407297096
0.15454545454545454,0.0,0.0
0.17872968980797638,0.1639957264957265,0.1088139281828074
0.14887794198139026,0.10390324354040682,0.12904997254255904
0.16419213973799127,0.15911111111111112,0.15911111111111112
0.1510574018126888,0.0624,0.09646302250803858
0.16553428042001236,0.1205901218729955,0.15137908915971776
0.16058791507893305,0.11972633979475485,0.07439446366782007
0.16828872668288727,0.17139334155363747,0.15308988764044945
0.15323565323565325,0.12139503688799463,0.0
0.13847137831787656,0.0,0.0
0.1412037037037037,0.0,0.0
0.125,0.15730337078651685,0.0
0.16365131578947367,0.15189309576837418,0.14572192513368984
0.16357142857142856,0.12472727272727273,0.16618181818181818
0.16535714285714287,0.13773368943151468,0.1368140243902439
0.14613309352517986,0.08088567555354723,0.14776321735201084
0.14084507042253522,0.0,0.0
0.16392857142857142,0.1277357739753283,0.1475940153659523
0.11380471380471381,0.07865168539325842,0.0049157303370786515
0.15594787725935266,0.12936170212765957,0.1283812795191069
0.1292517006802721,0.006880733944954129,0.0
0.1767857142857143,0.043859649122807015,0.043859649122807015
0.15711325966850828,0.1647099447513812,0.11130314552367784
0.16142857142857142,0.11523283346487766,0.06866614048934491
0.1579861111111111,0.16119221411192214,0.1502433090024331
0.14575411913814956,0.14397394136807817,0.0
0.10465116279069768,0.006172839506172839,0.0
0.1116751269035533,0.032432432432432434,0.03825136612021858
0.1558567279767667,0.13466334164588528,0.11417125688532799
0.14871794871794872,0.006134969325153374,0.0
0.16544117647058823,0.14381914381914382,0.11447811447811448
0.15944399018806213,0.11561691113028473,0.1246684350132626
0.1402582159624413,0.07643312101910828,0.08069164265129683
0.1526293287729799,0.14898632720414898,0.12595419847328243
0.16535714285714287,0.1352765321375187,0.13440860215053763
0.17712177121771217,0.14516129032258066,0.08830845771144279
0.1475,0.1164488854727133,0.11191749427043544
0.15571428571428572,0.12367361873399195,0.12444279346210996
0.1717857142857143,0.15677491601343785,0.00641025641025641
0.16178571428571428,0.15300146412884333,0.11508379888268157
0.14571607254534083,0.13821656050955414,0.12899106002554278
0.15857142857142856,0.1394658753709199,0.1048265460030166
0.15459272097053725,0.12456866804692891,0.13043478260869565
0.14256947241240436,0.16033057851239668,0.15683037556747834
0.1668228678537957,0.1390532544378698,0.08875739644970414
0.14484679665738162,0.164804469273743,0.0
0.16091245376078914,0.16070266753415746,0.14452365521710953
0.14489311163895488,0.13387978142076504,0.12876712328767123
0.1527777777777778,0.04522613065326633,0.0
0.04054054054054054,0.1237785016286645,0.0064516129032258064
0.1262135922330097,0.006802721088435374,0.0
0.16214285714285714,0.12376418894177957,0.14963235294117647
0.15785714285714286,0.15245009074410162,0.1406362979031092
0.14294913071474566,0.0,0.0
0.13524590163934427,0.05459770114942529,0.0603448275862069
0.11688311688311688,0.16172506738544473,0.002890173410404624
0.15421303656597773,0.013490725126475547,0.016863406408094434
0.16422054740182468,0.15618577887381832,0.14752650176678445
0.16677653263019115,0.13052486187845305,0.11380985426786953
0.14842300556586271,0.1339622641509434,0.03389830508474576
0.16521739130434782,0.06759098786828423,0.06239168110918544
0.08,0.13,0.0
0.17285714285714285,0.10827338129496403,0.002163721601153985
0.14856834143706105,0.1381692573402418,0.0
0.13053613053613053,0.08037825059101655,0.0
0.17206982543640897,0.1660135375846099,0.13667508113956003
0.12964285714285714,0.11391941391941392,0.06996336996336996
0.16010733452593917,0.11125827814569536,0.0
0.15785714285714286,0.12443267776096822,0.024205748865355523
0.1632142857142857,0.11704545454545455,0.15326251896813353
0.14121037463976946,0.12622478386167146,0.03103448275862069
0.11079545454545454,0.14040114613180515,0.0
0.1935483870967742,0.0,0.0
0.1632142857142857,0.14393085306275835,0.11905667554203118
0.1632571199358203,0.1378366042902784,0.12551159618008187
0.11758691206543967,0.05845511482254697,0.007438894792773645
0.165,0.11609792284866469,0.10661218424962852
0.16464285714285715,0.11264080100125157,0.15867003367003368
0.1487758945386064,0.0018484288354898336,0.0
0.12365591397849462,0.08064516129032258,0.10857142857142857
0.15978749489170413,0.13333333333333333,0.0004344048653344917
0.15915915915915915,0.15552158960641957,0.15603382013835512
0.15894039735099338,0.06312292358803986,0.0301941049604601
0.17392857142857143,0.12555886736214605,0.15073668303740084
0.16326530612244897,0.0,0.0
0.15111321648507817,0.15681485100146556,0.1178484107579462
0.16032608695652173,0.0,0.0
0.15821428571428572,0.10462471569370735,0.11827141774071266
0.16607142857142856,0.13953488372093023,0.09988562714449103
0.15964285714285714,0.12635514018691588,0.08105065666041276
0.15535714285714286,0.15376266280752532,0.04654545454545454
0.10638297872340426,0.15853658536585366,0.06153846153846154
0.14464285714285716,0.15421245421245422,0.1618075801749271
0.08860759493670886,0.0,0.0
0.16142857142857142,0.15384615384615385,0.06653386454183267
0.1442857142857143,0.10670511896178803,0.11171960569550932
0.12695924764890282,0.12218649517684887,0.0
0.16535714285714287,0.08921533500537442,0.015781922525107604
0.07773851590106007,0.14642857142857144,0.0
0.08333333333333333,0.0,0.0
0.15906976744186047,0.15547024952015356,0.022179363548698167
0.13970588235294118,0.07352941176470588,0.0
0.1509433962264151,0.1366646598434678,0.1063701923076923
0.16337099811676084,0.1322975517890772,0.12638154733301296
0.1742857142857143,0.15906562847608455,0.12940304041527623
0.164778578784758,0.15049816465652857,0.015360169491525424
0.14333333333333334,0.0,0.0
0.13653603034134007,0.0,0.0
0.18273381294964028,0.14504988488104376,0.08807482462977397
0.14183123877917414,0.0210727969348659,0.04038461538461539
0.09271523178807947,0.0,0.0
0.05789473684210526,0.0017574692442882249,0.0
0.14662646061062948,0.10893328307576329,0.05128205128205128
0.024096385542168676,0.0,0.0
0.16260162601626016,0.17424242424242425,0.03787878787878788
0.1631848640126133,0.05971370143149284,0.009064688916357644
0.16142857142857142,0.12646198830409358,0.15579575102497203
0.16392857142857142,0.1583363735862824,0.15888888888888889
0.11193476649369903,0.13890963405526513,0.08314773570898293
0.1539528432732316,0.12833969465648856,0.0
0.17647058823529413,0.0,0.0
0.157298277425204,0.1309692671394799,0.08475378787878787
0.16700201207243462,0.15070164734594266,0.14212548015364918
0.1570159857904085,0.16731793960923624,0.15151515151515152
0.15903890160183065,0.10384153661464586,0.12508316699933467
0.15678571428571428,0.1426465167711021,0.09683357879234168
0.1608318890814558,0.14825077935573258,0.11395912712157949
0.15670103092783505,0.002061855670103093,0.0
0.15352407536636428,0.1050390347764372,0.0014378145219266715
0.15269086357947434,0.13148636763412488,0.04247787610619469
0.15831556503198294,0.11829134720700986,0.05257332595462092
0.12800349497597205,0.10181975736568458,0.058340535868625754
0.12719298245614036,0.08207343412526998,0.1447084233261339
0.15285714285714286,0.14384349827387802,0.12216673069535151
0.15464285714285714,0.15173674588665448,0.046052631578947366
0.15357458075904679,0.08031774051191527,0.030168589174800354
0.15142857142857144,0.16477702191987906,0.08263772954924875
0.1419753086419753,0.1393939393939394,0.005952380952380952
0.1742857142857143,0.17286316596397086,0.11345343043311613
0.15529411764705883,0.0921875,0.02332814930015552
0.13178294573643412,0.0,0.0
0.15872358060505595,0.12059676750932449,0.061877076411960136
0.16897506925207756,0.13134328358208955,0.04975124378109453
0.14511754068716093,0.13336452971455312,0.08982322025800286
0.15848632446609218,0.11529680365296803,0.10890332441727169
0.1640014875418371,0.14403778040141677,0.09326424870466321
0.1507537688442211,0.10552763819095477,0.08163265306122448
0.021739130434782608,0.0,0.0
0.15285714285714286,0.154627539503386,0.06529992406985573
0.1655930276619932,0.16394686907020872,0.16432637571157496
0.14714285714285713,0.13804467228121567,0.11358574610244988
0.12949152542372883,0.14470108695652173,0.06852103120759837
0.15965480043149946,0.15178571428571427,0.11049107142857142
0.14729458917835672,0.14818548387096775,0.06451612903225806
0.13744075829383887,0.15270935960591134,0.0
0.08333333333333333,0.0,0.0
0.07368421052631578,0.012658227848101266,0.0
0.15907978463044542,0.08493150684931507,0.14175399889685603
0.14214285714285715,0.15271117668756917,0.1363298662704309
0.15773809523809523,0.003067484662576687,0.0
0.15422006186478127,0.059486255069851286,0.04703753957485301
0.11267605633802817,0.15053763440860216,0.1736111111111111
0.1632142857142857,0.1498668695321415,0.15146890499809232
0.1467857142857143,0.13174946004319654,0.1274972756992372
0.15391969407265774,0.12225877192982457,0.12698412698412698
0.1552098408104197,0.08265980896399706,0.10874357090374724
0.14747474747474748,0.05152471083070452,0.14046121593291405
0.14392857142857143,0.13142437591776798,0.0728476821192053
0.15091678420310295,0.0364741641337386,0.0
0.13541666666666666,0.005208333333333333,0.0
0.10460048426150122,0.1306284017812964,0.0773067331670823
0.17778579156148575,0.16621673736984188,0.006952491309385863
0.17107142857142857,0.16718146718146717,0.09190031152647975
0.16102841677943167,0.0030581039755351682,0.0
0.17892857142857144,0.1363990646921278,0.10602503912363068
0.15730337078651685,0.0712719298245614,0.0011031439602868175
0.14509068167604752,0.0,0.0
0.14762886597938144,0.04986149584487535,0.037396121883656507
0.13357142857142856,0.13932766302146618,0.09554140127388536
0.14746543778801843,0.13137557959814528,0.062402496099843996
0.1657142857142857,0.1675834250091676,0.14118078474514117
0.14218009478672985,0.0,0.0
0.16285714285714287,0.13956997359486986,0.11270801815431165
0.16719464977120732,0.14748328053502288,0.15283363802559416
0.06179775280898876,0.0,0.0
0.13457556935817805,0.117096018735363,0.0
0.1625,0.16666666666666666,0.1686451084731887
0.15464285714285714,0.11917293233082707,0.05376751230594472
0.15464285714285714,0.145515444733904,0.1086713807219948
0.1725,0.14657039711191336,0.17172464840858623
0.1578525641025641,0.15707236842105263,0.0008291873963515755
0.14188267394270124,0.06160458452722063,0.0
0.16071428571428573,0.12781408859840232,0.03826342899190582
0.1286549707602339,0.07017543859649122,0.0
0.15395348837209302,0.14375605033881897,0.04356243949661181
0.15892857142857142,0.11812235475182763,0.014592933947772658
0.14821428571428572,0.12407407407407407,0.10518518518518519
0.16107142857142856,0.14529252227818676,0.09686168151879117
0.13915857605177995,0.06529209621993128,0.0
0.13043478260869565,0.0,0.0
0.1543564794338788,0.16383662230380908,0.16337769619091327
0.14689265536723164,0.0,0.0
0.1525,0.1285919540229885,0.041666666666666664
0.16857142857142857,0.16654135338345866,0.1566265060240964
0.15728715728715728,0.12987012987012986,0.13333333333333333
0.13618677042801555,0.0,0.0
0.16895874263261296,0.15911379657603222,0.15206445115810674
0.0967741935483871,0.02531645569620253,0.0
0.1479028697571744,0.09588014981273409,0.05767790262172284
0.1676470588235294,0.1324349442379182,0.0803903345724907
0.14668367346938777,0.15893470790378006,0.08289007092198582
0.11811023622047244,0.0,0.0
0.15249360613810742,0.0,0.0
0.1407142857142857,0.13445995591476856,0.053269654665687
0.1853677028051554,0.11007751937984496,0.022868217054263566
0.1552579365079365,0.07872784150156413,0.06708595387840671
0.16130283055447847,0.15717171717171718,0.0048721071863581
0.14914958569559528,0.1440291704649043,0.1462505822077317
0.1742715777899945,0.13183098591549297,0.033465683494044246
0.1432142857142857,0.11360294117647059,0.11985294117647059
0.15049864007252947,0.14959202175883954,0.08571428571428572
0.14592933947772657,0.0,0.0
0.06046747967479675,0.14890510948905109,0.13138686131386862
0.11771700356718193,0.14687100893997446,0.145478374836173
0.14035714285714285,0.138328530259366,0.057112068965517244
0.16857142857142857,0.14528023598820058,0.06781654253234026
0.16877637130801687,0.008620689655172414,0.11637931034482758
0.16240333135038668,0.1399097356544165,0.10020876826722339
0.15357142857142858,0.13700234192037472,0.13466042154566746
0.13660245183887915,0.13652482269503546,0.13903743315508021
0.15571428571428572,0.0032858707557502738,0.0673216885007278
0.12708669897684438,0.12391304347826088,0.03924731182795699
0.15151515151515152,0.005555555555555556,0.0
0.1320754716981132,0.10289855072463767,0.0
0.1625,0.1286079649251005,0.09974236290025763
0.1512639867384998,0.11798245614035088,0.10286225402504472
0.17035714285714285,0.1671018276762402,0.16379640260237274
0.17214285714285715,0.1713768115942029,0.13136826783114994
0.13145539906103287,0.13975903614457832,0.007228915662650603
0.17,0.15975885455915598,0.10315949752569471
0.14745308310991956,0.07336956521739131,0.0
0.17444717444717445,0.15737874097007223,0.04131799163179916
0.15694330320460148,0.13656387665198239,0.14845814977973568
0.16517412935323383,0.05982053838484546,0.1257606490872211
0.13692946058091288,0.0,0.0
0.13401731324142355,0.0,0.0
0.16035714285714286,0.16741071428571427,0.15636774679728713
0.12213740458015267,0.0,0.0
0.13805855161787364,0.0,0.0
0.16234652114597545,0.12569832402234637,0.09014869888475836
0.1632142857142857,0.1454272863568216,0.006422364941443143
0.16,0.13103981445689988,0.14907947911989222
0.16214285714285714,0.1532168092227594,0.1573161485974223
0.16535714285714287,0.10456062291434928,0.09233060312732688
0.1633036133270765,0.07546174142480211,0.04010554089709763
0.08264462809917356,0.0,0.0
0.165,0.15648286140089418,0.12611940298507462
0.14798206278026907,0.02242152466367713,0.0
0.15254237288135594,0.0,0.0
0.13548387096774195,0.09032258064516129,0.0
0.13291139240506328,0.07692307692307693,0.11210762331838565
0.16142857142857142,0.17191650853889942,0.17571157495256168
0.01639344262295082,0.01694915254237288,0.01694915254237288
0.1464968152866242,0.0,0.0
0.13179782469609724,0.139349701393497,0.13233287858117326
0.152317880794702,0.08249566724436742,0.12062391681109186
0.12041884816753927,0.07103825136612021,0.0
0.13990461049284578,0.09062003179650238,0.09891808346213292
0.1640530759951749,0.1216867469879518,0.11325301204819277
0.14084507042253522,0.0,0.0
0.175754060324826,0.16389402341343193,0.0821831869510665
0.1411764705882353,0.0,0.0
0.14357142857142857,0.154985549132948,0.11605206073752712
0.17073170731707318,0.0,0.0
0.15104166666666666,0.0,0.0
0.17077986179664364,0.13828689370485037,0.1388028895768834
0.1464,0.13087557603686636,0.013096351730589336
0.15997673065735893,0.13838447088290545,0.007756948933419522
0.1575,0.14827078734363502,0.035846267553584624
0.10596026490066225,0.023178807947019868,0.0
0.14859773964001674,0.05609041439933026,0.04746044962531224
0.19230769230769232,0.0,0.0
0.16178571428571428,0.13741007194244603,0.14013904134650568
0.1527514231499051,0.08258186995728524,0.1414092664092664
0.1510791366906475,0.0,0.0
